# wavelength(nm), strehl
9.967499999999847660e+02,5.869214388064347698e-01
9.967999999999847205e+02,5.869469419166654101e-01
9.968499999999846750e+02,5.869724426259711469e-01
9.968999999999846295e+02,5.869979409346142152e-01
9.969499999999845841e+02,5.870234368428562943e-01
9.969999999999845386e+02,5.870489303509588419e-01
9.970499999999844931e+02,5.870744214591840926e-01
9.970999999999844476e+02,5.870999101677932819e-01
9.971499999999844022e+02,5.871253964770487555e-01
9.971999999999843567e+02,5.871508803872116378e-01
9.972499999999843112e+02,5.871763618985440525e-01
9.972999999999842657e+02,5.872018410113074571e-01
9.973499999999842203e+02,5.872273177257635313e-01
9.973999999999841748e+02,5.872527920421738434e-01
9.974499999999841293e+02,5.872782639607999622e-01
9.974999999999840838e+02,5.873037334819034561e-01
9.975499999999840384e+02,5.873292006057460046e-01
9.975999999999839929e+02,5.873546653325890654e-01
9.976499999999839474e+02,5.873801276626940959e-01
9.976999999999839019e+02,5.874055875963225537e-01
9.977499999999838565e+02,5.874310451337362293e-01
9.977999999999838110e+02,5.874565002751960252e-01
9.978499999999837655e+02,5.874819530209638430e-01
9.978999999999837200e+02,5.875074033713008070e-01
9.979499999999836746e+02,5.875328513264684860e-01
9.979999999999836291e+02,5.875582968867280043e-01
9.980499999999835836e+02,5.875837400523410414e-01
9.980999999999835381e+02,5.876091808235683889e-01
9.981499999999834927e+02,5.876346192006718372e-01
9.981999999999834472e+02,5.876600551839123998e-01
9.982499999999834017e+02,5.876854887735515343e-01
9.982999999999833562e+02,5.877109199698500319e-01
9.983499999999833108e+02,5.877363487730697944e-01
9.983999999999832653e+02,5.877617751834713911e-01
9.984499999999832198e+02,5.877871992013160574e-01
9.984999999999831743e+02,5.878126208268654729e-01
9.985499999999831289e+02,5.878380400603800959e-01
9.985999999999830834e+02,5.878634569021212730e-01
9.986499999999830379e+02,5.878888713523503506e-01
9.986999999999829924e+02,5.879142834113281202e-01
9.987499999999829470e+02,5.879396930793155951e-01
9.987999999999829015e+02,5.879651003565736778e-01
9.988499999999828560e+02,5.879905052433634927e-01
9.988999999999828106e+02,5.880159077399461642e-01
9.989499999999827651e+02,5.880413078465825949e-01
9.989999999999827196e+02,5.880667055635335760e-01
9.990499999999826741e+02,5.880921008910600101e-01
9.990999999999826287e+02,5.881174938294229104e-01
9.991499999999825832e+02,5.881428843788828464e-01
9.991999999999825377e+02,5.881682725397011646e-01
9.992499999999824922e+02,5.881936583121383233e-01
9.992999999999824468e+02,5.882190416964550028e-01
9.993499999999824013e+02,5.882444226929123277e-01
9.993999999999823558e+02,5.882698013017707561e-01
9.994499999999823103e+02,5.882951775232914127e-01
9.994999999999822649e+02,5.883205513577344226e-01
9.995499999999822194e+02,5.883459228053610213e-01
9.995999999999821739e+02,5.883712918664315561e-01
9.996499999999821284e+02,5.883966585412068184e-01
9.996999999999820830e+02,5.884220228299473776e-01
9.997499999999820375e+02,5.884473847329138030e-01
9.997999999999819920e+02,5.884727442503668859e-01
9.998499999999819465e+02,5.884981013825666407e-01
9.998999999999819011e+02,5.885234561297743028e-01
9.999499999999818556e+02,5.885488084922499974e-01
9.999999999999818101e+02,5.885741584702542939e-01
1.000049999999981765e+03,5.885995060640475396e-01
1.000099999999981719e+03,5.886248512738905259e-01
1.000149999999981674e+03,5.886501941000431559e-01
1.000199999999981628e+03,5.886755345427662212e-01
1.000249999999981583e+03,5.887008726023201799e-01
1.000299999999981537e+03,5.887262082789651574e-01
1.000349999999981492e+03,5.887515415729615009e-01
1.000399999999981446e+03,5.887768724845697799e-01
1.000449999999981401e+03,5.888022010140500084e-01
1.000499999999981355e+03,5.888275271616625339e-01
1.000549999999981310e+03,5.888528509276678147e-01
1.000599999999981264e+03,5.888781723123257539e-01
1.000649999999981219e+03,5.889034913158968099e-01
1.000699999999981173e+03,5.889288079386409969e-01
1.000749999999981128e+03,5.889541221808186622e-01
1.000799999999981083e+03,5.889794340426899311e-01
1.000849999999981037e+03,5.890047435245147067e-01
1.000899999999980992e+03,5.890300506265533365e-01
1.000949999999980946e+03,5.890553553490657235e-01
1.000999999999980901e+03,5.890806576923122151e-01
1.001049999999980855e+03,5.891059576565524925e-01
1.001099999999980810e+03,5.891312552420469029e-01
1.001149999999980764e+03,5.891565504490552385e-01
1.001199999999980719e+03,5.891818432778372916e-01
1.001249999999980673e+03,5.892071337286534094e-01
1.001299999999980628e+03,5.892324218017632731e-01
1.001349999999980582e+03,5.892577074974270079e-01
1.001399999999980537e+03,5.892829908159041841e-01
1.001449999999980491e+03,5.893082717574549267e-01
1.001499999999980446e+03,5.893335503223389171e-01
1.001549999999980400e+03,5.893588265108159474e-01
1.001599999999980355e+03,5.893841003231461428e-01
1.001649999999980309e+03,5.894093717595889625e-01
1.001699999999980264e+03,5.894346408204041987e-01
1.001749999999980218e+03,5.894599075058516435e-01
1.001799999999980173e+03,5.894851718161909782e-01
1.001849999999980128e+03,5.895104337516819948e-01
1.001899999999980082e+03,5.895356933125840415e-01
1.001949999999980037e+03,5.895609504991572436e-01
1.001999999999979991e+03,5.895862053116608381e-01
1.002049999999979946e+03,5.896114577503547283e-01
1.002099999999979900e+03,5.896367078154981511e-01
1.002149999999979855e+03,5.896619555073510099e-01
1.002199999999979809e+03,5.896872008261726528e-01
1.002249999999979764e+03,5.897124437722225387e-01
1.002299999999979718e+03,5.897376843457602380e-01
1.002349999999979673e+03,5.897629225470454317e-01
1.002399999999979627e+03,5.897881583763370239e-01
1.002449999999979582e+03,5.898133918338950288e-01
1.002499999999979536e+03,5.898386229199785724e-01
1.002549999999979491e+03,5.898638516348470029e-01
1.002599999999979445e+03,5.898890779787597793e-01
1.002649999999979400e+03,5.899143019519762499e-01
1.002699999999979354e+03,5.899395235547556515e-01
1.002749999999979309e+03,5.899647427873573324e-01
1.002799999999979264e+03,5.899899596500405297e-01
1.002849999999979218e+03,5.900151741430647023e-01
1.002899999999979173e+03,5.900403862666887544e-01
1.002949999999979127e+03,5.900655960211721451e-01
1.002999999999979082e+03,5.900908034067737784e-01
1.003049999999979036e+03,5.901160084237533354e-01
1.003099999999978991e+03,5.901412110723693871e-01
1.003149999999978945e+03,5.901664113528812816e-01
1.003199999999978900e+03,5.901916092655482560e-01
1.003249999999978854e+03,5.902168048106292142e-01
1.003299999999978809e+03,5.902419979883832823e-01
1.003349999999978763e+03,5.902671887990693644e-01
1.003399999999978718e+03,5.902923772429466975e-01
1.003449999999978672e+03,5.903175633202741857e-01
1.003499999999978627e+03,5.903427470313106218e-01
1.003549999999978581e+03,5.903679283763151320e-01
1.003599999999978536e+03,5.903931073555468423e-01
1.003649999999978490e+03,5.904182839692642126e-01
1.003699999999978445e+03,5.904434582177262580e-01
1.003749999999978400e+03,5.904686301011919936e-01
1.003799999999978354e+03,5.904937996199202122e-01
1.003849999999978309e+03,5.905189667741695958e-01
1.003899999999978263e+03,5.905441315641992706e-01
1.003949999999978218e+03,5.905692939902675853e-01
1.003999999999978172e+03,5.905944540526333331e-01
1.004049999999978127e+03,5.906196117515556399e-01
1.004099999999978081e+03,5.906447670872928546e-01
1.004149999999978036e+03,5.906699200601037703e-01
1.004199999999977990e+03,5.906950706702467357e-01
1.004249999999977945e+03,5.907202189179809881e-01
1.004299999999977899e+03,5.907453648035649874e-01
1.004349999999977854e+03,5.907705083272569713e-01
1.004399999999977808e+03,5.907956494893156218e-01
1.004449999999977763e+03,5.908207882899996211e-01
1.004499999999977717e+03,5.908459247295676509e-01
1.004549999999977672e+03,5.908710588082779491e-01
1.004599999999977626e+03,5.908961905263889758e-01
1.004649999999977581e+03,5.909213198841595238e-01
1.004699999999977535e+03,5.909464468818476091e-01
1.004749999999977490e+03,5.909715715197119135e-01
1.004799999999977445e+03,5.909966937980108970e-01
1.004849999999977399e+03,5.910218137170026864e-01
1.004899999999977354e+03,5.910469312769458528e-01
1.004949999999977308e+03,5.910720464780986338e-01
1.004999999999977263e+03,5.910971593207192676e-01
1.005049999999977217e+03,5.911222698050662139e-01
1.005099999999977172e+03,5.911473779313974886e-01
1.005149999999977126e+03,5.911724836999714405e-01
1.005199999999977081e+03,5.911975871110465297e-01
1.005249999999977035e+03,5.912226881648807719e-01
1.005299999999976990e+03,5.912477868617322940e-01
1.005349999999976944e+03,5.912728832018592229e-01
1.005399999999976899e+03,5.912979771855197964e-01
1.005449999999976853e+03,5.913230688129720303e-01
1.005499999999976808e+03,5.913481580844742735e-01
1.005549999999976762e+03,5.913732450002840979e-01
1.005599999999976717e+03,5.913983295606599633e-01
1.005649999999976671e+03,5.914234117658598855e-01
1.005699999999976626e+03,5.914484916161415473e-01
1.005749999999976581e+03,5.914735691117631866e-01
1.005799999999976535e+03,5.914986442529828192e-01
1.005849999999976490e+03,5.915237170400582389e-01
1.005899999999976444e+03,5.915487874732471285e-01
1.005949999999976399e+03,5.915738555528078368e-01
1.005999999999976353e+03,5.915989212789980467e-01
1.006049999999976308e+03,5.916239846520755519e-01
1.006099999999976262e+03,5.916490456722981461e-01
1.006149999999976217e+03,5.916741043399238453e-01
1.006199999999976171e+03,5.916991606552101102e-01
1.006249999999976126e+03,5.917242146184148455e-01
1.006299999999976080e+03,5.917492662297960671e-01
1.006349999999976035e+03,5.917743154896109026e-01
1.006399999999975989e+03,5.917993623981175899e-01
1.006449999999975944e+03,5.918244069555734788e-01
1.006499999999975898e+03,5.918494491622362519e-01
1.006549999999975853e+03,5.918744890183635921e-01
1.006599999999975807e+03,5.918995265242131820e-01
1.006649999999975762e+03,5.919245616800425935e-01
1.006699999999975716e+03,5.919495944861091763e-01
1.006749999999975671e+03,5.919746249426707241e-01
1.006799999999975626e+03,5.919996530499844756e-01
1.006849999999975580e+03,5.920246788083081135e-01
1.006899999999975535e+03,5.920497022178992097e-01
1.006949999999975489e+03,5.920747232790150028e-01
1.006999999999975444e+03,5.920997419919130644e-01
1.007049999999975398e+03,5.921247583568505224e-01
1.007099999999975353e+03,5.921497723740850594e-01
1.007149999999975307e+03,5.921747840438740251e-01
1.007199999999975262e+03,5.921997933664745473e-01
1.007249999999975216e+03,5.922248003421440865e-01
1.007299999999975171e+03,5.922498049711399926e-01
1.007349999999975125e+03,5.922748072537193931e-01
1.007399999999975080e+03,5.922998071901395267e-01
1.007449999999975034e+03,5.923248047806578542e-01
1.007499999999974989e+03,5.923498000255313922e-01
1.007549999999974943e+03,5.923747929250170463e-01
1.007599999999974898e+03,5.923997834793726103e-01
1.007649999999974852e+03,5.924247716888546567e-01
1.007699999999974807e+03,5.924497575537206462e-01
1.007749999999974762e+03,5.924747410742274845e-01
1.007799999999974716e+03,5.924997222506325212e-01
1.007849999999974671e+03,5.925247010831925509e-01
1.007899999999974625e+03,5.925496775721645903e-01
1.007949999999974580e+03,5.925746517178055450e-01
1.007999999999974534e+03,5.925996235203727647e-01
1.008049999999974489e+03,5.926245929801228218e-01
1.008099999999974443e+03,5.926495600973129552e-01
1.008149999999974398e+03,5.926745248721998482e-01
1.008199999999974352e+03,5.926994873050405177e-01
1.008249999999974307e+03,5.927244473960920912e-01
1.008299999999974261e+03,5.927494051456108082e-01
1.008349999999974216e+03,5.927743605538539073e-01
1.008399999999974170e+03,5.927993136210781833e-01
1.008449999999974125e+03,5.928242643475402085e-01
1.008499999999974079e+03,5.928492127334971107e-01
1.008549999999974034e+03,5.928741587792052403e-01
1.008599999999973988e+03,5.928991024849215030e-01
1.008649999999973943e+03,5.929240438509025823e-01
1.008699999999973898e+03,5.929489828774051619e-01
1.008749999999973852e+03,5.929739195646858141e-01
1.008799999999973807e+03,5.929988539130012226e-01
1.008849999999973761e+03,5.930237859226079600e-01
1.008899999999973716e+03,5.930487155937627097e-01
1.008949999999973670e+03,5.930736429267218224e-01
1.008999999999973625e+03,5.930985679217418705e-01
